Zaman			Deger
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            20.67
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            22.60
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            22.60
5.06.2023 03:44:28 :            22.60
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            22.60
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            22.60
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            22.60
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            22.60
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            20.67
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            22.60
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            22.60
5.06.2023 03:44:28 :            22.60
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:28 :            22.60
5.06.2023 03:44:28 :            24.59
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            20.67
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            26.66
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:29 :            24.59
5.06.2023 03:44:29 :            22.60
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            22.60
5.06.2023 03:44:30 :            24.59
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            22.60
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:31 :            20.67
5.06.2023 03:44:31 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            26.66
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            20.67
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:32 :            24.59
5.06.2023 03:44:32 :            22.60
5.06.2023 03:44:33 :            22.60
5.06.2023 03:44:33 :            24.59
5.06.2023 03:44:33 :            22.60
5.06.2023 03:44:33 :            22.60
